,federal_district_type,federal_district,region_type,region,city_type,city,population
0,ФО,Центральный,,,г,Москва,11514330
1,ФО,Центральный,обл,Московская,г,Люберцы,171978
2,ФО,Центральный,обл,Московская,г,Котельники,32347
3,ФО,Центральный,обл,Московская,г,Лыткарино,55147
4,ФО,Центральный,обл,Московская,г,Дзержинский,47125
5,ФО,Центральный,обл,Московская,г,Раменское,96355
6,ФО,Центральный,обл,Московская,г,Бронницы,21102
7,ФО,Центральный,обл,Московская,г,Жуковский,102729
8,ФО,Центральный,обл,Московская,г,Воскресенск,91301
9,ФО,Центральный,обл,Московская,г,Белоозёрский,17842
10,ФО,Центральный,обл,Московская,г,Егорьевск,70133
11,ФО,Центральный,обл,Московская,г,Коломна,144642
12,ФО,Центральный,обл,Московская,г,Луховицы,29849
13,ФО,Центральный,обл,Московская,г,Озёры,25788
14,ФО,Центральный,обл,Московская,г,Зарайск,24648
15,ФО,Центральный,обл,Московская,г,Шатура,32836
16,ФО,Центральный,обл,Московская,г,Рошаль,21265
17,ФО,Центральный,обл,Московская,г,Мытищи,173341
18,ФО,Центральный,обл,Московская,г,Лобня,74350
19,ФО,Центральный,обл,Московская,г,Королёв,183452
20,ФО,Центральный,обл,Московская,г,Щёлково,110380
21,ФО,Центральный,обл,Московская,г,Лосино-Петровский,22550
22,ФО,Центральный,обл,Московская,г,Фрязино,55449
23,ФО,Центральный,обл,Московская,г,Пушкино,102840
24,ФО,Центральный,обл,Московская,г,Ивантеевка,58594
25,ФО,Центральный,обл,Московская,г,Красноармейск,26294
26,ФО,Центральный,обл,Московская,г,Сергиев Посад,110878
27,ФО,Центральный,обл,Московская,г,Пересвет,14142
28,ФО,Центральный,обл,Московская,г,Краснозаводск,13432
29,ФО,Центральный,обл,Московская,г,Хотьково,21612
30,ФО,Центральный,обл,Московская,г,Химки,207125
31,ФО,Центральный,обл,Московская,г,Солнечногорск,52996
32,ФО,Центральный,обл,Московская,г,Клин,80584
33,ФО,Центральный,обл,Московская,г,Высоковск,10642
34,ФО,Центральный,обл,Московская,г,Долгопрудный,90976
35,ФО,Центральный,обл,Московская,г,Дмитров,61454
36,ФО,Центральный,обл,Московская,г,Яхрома,13248
37,ФО,Центральный,обл,Московская,г,Талдом,13819
38,ФО,Центральный,обл,Московская,г,Дубна,70569
39,ФО,Центральный,обл,Московская,г,Домодедово,96123
40,ФО,Центральный,обл,Московская,г,Подольск,187956
41,ФО,Центральный,обл,Московская,г,Серпухов,126496
42,ФО,Центральный,обл,Московская,г,Протвино,37308
43,ФО,Центральный,обл,Московская,г,Пущино,20263
44,ФО,Центральный,обл,Московская,г,Чехов,60677
45,ФО,Центральный,обл,Московская,г,Ногинск,99762
46,ФО,Центральный,обл,Московская,г,Черноголовка,20986
47,ФО,Центральный,обл,Московская,г,Старая Купавна,21859
48,ФО,Центральный,обл,Московская,г,Электроугли,20120
49,ФО,Центральный,обл,Московская,г,Павловский Посад,63771
50,ФО,Центральный,обл,Московская,г,Электрогорск,22120
51,ФО,Центральный,обл,Московская,г,Орехово-Зуево,120620
52,ФО,Центральный,обл,Московская,г,Куровское,21821
53,ФО,Центральный,обл,Московская,г,Дрезна,11815
54,ФО,Центральный,обл,Московская,г,Ликино-Дулёво,31331
55,ФО,Центральный,обл,Московская,г,Видное,56798
56,ФО,Центральный,обл,Московская,г,Ступино,66942
57,ФО,Центральный,обл,Московская,г,Кашира,41880
58,ФО,Центральный,обл,Московская,г,Одинцово,139021
59,ФО,Центральный,обл,Московская,г,Голицыно,17447
60,ФО,Центральный,обл,Московская,г,Кубинка,22918
61,ФО,Центральный,обл,Московская,г,Краснознаменск,36057
62,ФО,Центральный,обл,Московская,г,Руза,13495
63,ФО,Центральный,обл,Московская,г,Звенигород,16395
64,ФО,Центральный,обл,Московская,г,Можайск,31388
65,ФО,Центральный,обл,Московская,г,Наро-Фоминск,64640
66,ФО,Центральный,обл,Московская,г,Верея,5368
67,ФО,Центральный,обл,Московская,г,Апрелевка,18467
68,ФО,Центральный,обл,Московская,г,Красногорск,116738
69,ФО,Центральный,обл,Московская,г,Истра,35106
70,ФО,Центральный,обл,Московская,г,Дедовск,29280
71,ФО,Центральный,обл,Московская,г,Волоколамск,23386
72,ФО,Центральный,обл,Московская,г,Балашиха,215353
73,ФО,Центральный,обл,Московская,г,Реутов,87195
74,ФО,Центральный,обл,Московская,г,Электросталь,155324
75,ФО,Центральный,обл,Ярославская,г,Ярославль,591486
76,ФО,Центральный,обл,Ярославская,г,Переславль-Залесский,41923
77,ФО,Центральный,обл,Ярославская,г,Данилов,15861
78,ФО,Центральный,обл,Ярославская,г,Ростов,31791
79,ФО,Центральный,обл,Ярославская,г,Гаврилов-Ям,17792
80,ФО,Центральный,обл,Ярославская,г,Тутаев,41001
81,ФО,Центральный,обл,Ярославская,г,Любим,5553
82,ФО,Центральный,обл,Ярославская,г,Углич,34505
83,ФО,Центральный,обл,Ярославская,г,Мышкин,5932
84,ФО,Центральный,обл,Ярославская,г,Пошехонье,6085
85,ФО,Центральный,обл,Ярославская,г,Рыбинск,200771
86,ФО,Центральный,обл,Ивановская,г,Иваново,409277
87,ФО,Центральный,обл,Ивановская,г,Кохма,29408
88,ФО,Центральный,обл,Ивановская,г,Гаврилов Посад,6434
89,ФО,Центральный,обл,Ивановская,г,Тейково,34993
90,ФО,Центральный,обл,Ивановская,г,Комсомольск,8693
91,ФО,Центральный,обл,Ивановская,г,Родники,26318
92,ФО,Центральный,обл,Ивановская,г,Вичуга,37609
93,ФО,Центральный,обл,Ивановская,г,Пучеж,8583
94,ФО,Центральный,обл,Ивановская,г,Заволжск,12045
95,ФО,Центральный,обл,Ивановская,г,Юрьевец,10205
96,ФО,Центральный,обл,Ивановская,г,Фурманов,36149
97,ФО,Центральный,обл,Ивановская,г,Приволжск,16749
98,ФО,Центральный,обл,Ивановская,г,Плес,2341
99,ФО,Центральный,обл,Ивановская,г,Южа,14170
100,ФО,Центральный,обл,Ивановская,г,Кинешма,88113
101,ФО,Центральный,обл,Ивановская,г,Наволоки,10207
102,ФО,Центральный,обл,Ивановская,г,Шуя,58528
103,ФО,Центральный,обл,Костромская,г,Кострома,268617
104,ФО,Центральный,обл,Костромская,г,Волгореченск,17108
105,ФО,Центральный,обл,Костромская,г,Буй,25763
106,ФО,Центральный,обл,Костромская,г,Чухлома,5209
107,ФО,Центральный,обл,Костромская,г,Солигалич,6438
108,ФО,Центральный,обл,Костромская,г,Галич,17346
109,ФО,Центральный,обл,Костромская,г,Мантурово,17479
110,ФО,Центральный,обл,Костромская,г,Нея,9827
111,ФО,Центральный,обл,Костромская,г,Кологрив,3314
112,ФО,Центральный,обл,Костромская,г,Макарьев,7114
113,ФО,Центральный,обл,Костромская,г,Шарья,23668
114,ФО,Центральный,обл,Костромская,г,Нерехта,22817
115,ФО,Северо-Западный,обл,Вологодская,г,Вологда,301642
116,ФО,Северо-Западный,обл,Вологодская,г,Кириллов,7735
117,ФО,Северо-Западный,обл,Вологодская,г,Белозерск,9614
118,ФО,Северо-Западный,обл,Вологодская,г,Тотьма,9784
119,ФО,Северо-Западный,обл,Вологодская,г,Никольск,8515
120,ФО,Северо-Западный,обл,Вологодская,г,Грязовец,15528
121,ФО,Северо-Западный,обл,Вологодская,г,Кадников,4797
122,ФО,Северо-Западный,обл,Вологодская,г,Сокол,38454
123,ФО,Северо-Западный,обл,Вологодская,г,Харовск,10078
124,ФО,Северо-Западный,обл,Вологодская,г,Красавино,7003
125,ФО,Северо-Западный,обл,Вологодская,г,Великий Устюг,31664
126,ФО,Северо-Западный,обл,Вологодская,г,Бабаево,12074
127,ФО,Северо-Западный,обл,Вологодская,г,Череповец,312311
128,ФО,Северо-Западный,обл,Вологодская,г,Устюжна,9478
129,ФО,Северо-Западный,обл,Вологодская,г,Вытегра,10490
130,ФО,Северо-Западный,обл,Архангельская,г,Архангельск,348716
131,ФО,Северо-Западный,обл,Архангельская,г,Каргополь,10148
132,ФО,Северо-Западный,обл,Архангельская,г,Мирный,30259
133,ФО,Северо-Западный,обл,Архангельская,г,Няндома,22354
134,ФО,Северо-Западный,обл,Архангельская,г,Северодвинск,192265
135,ФО,Северо-Западный,обл,Архангельская,г,Мезень,3599
136,ФО,Северо-Западный,обл,Архангельская,г,Онега,21359
137,ФО,Северо-Западный,обл,Архангельская,г,Новодвинск,40612
138,ФО,Северо-Западный,обл,Архангельская,г,Вельск,23885
139,ФО,Северо-Западный,обл,Архангельская,г,Шенкурск,5702
140,ФО,Северо-Западный,обл,Архангельская,г,Котлас,60562
141,ФО,Северо-Западный,обл,Архангельская,г,Сольвычегодск,2460
142,ФО,Северо-Западный,обл,Архангельская,г,Коряжма,39629
143,ФО,Северо-Западный,АО,Ненецкий,г,Нарьян-Мар,21296
144,ФО,Северо-Западный,Респ,Коми,г,Сыктывкар,235006
145,ФО,Северо-Западный,Респ,Коми,г,Микунь,10732
146,ФО,Северо-Западный,Респ,Коми,г,Емва,14574
147,ФО,Северо-Западный,Респ,Коми,г,Ухта,99642
148,ФО,Северо-Западный,Респ,Коми,г,Сосногорск,27809
149,ФО,Северо-Западный,Респ,Коми,г,Вуктыл,12357
150,ФО,Северо-Западный,Респ,Коми,г,Печора,43458
151,ФО,Северо-Западный,Респ,Коми,г,Усинск,41100
152,ФО,Северо-Западный,Респ,Коми,г,Инта,32021
153,ФО,Северо-Западный,Респ,Коми,г,Воркута,70551
154,ФО,Центральный,обл,Тверская,г,Тверь,403726
155,ФО,Центральный,обл,Тверская,г,Бологое,23499
156,ФО,Центральный,обл,Тверская,г,Вышний Волочек,52326
157,ФО,Центральный,обл,Тверская,г,Лихославль,12259
158,ФО,Центральный,обл,Тверская,г,Конаково,41303
159,ФО,Центральный,обл,Тверская,г,Старица,8610
160,ФО,Центральный,обл,Тверская,г,Кимры,49623
161,ФО,Центральный,обл,Тверская,г,Калязин,13870
162,ФО,Центральный,обл,Тверская,г,Кашин,16174
163,ФО,Центральный,обл,Тверская,г,Красный Холм,5608
164,ФО,Центральный,обл,Тверская,г,Весьегонск,7330
165,ФО,Центральный,обл,Тверская,г,Удомля,31048
166,ФО,Центральный,обл,Тверская,г,Бежецк,24517
167,ФО,Центральный,обл,Тверская,г,Торжок,47702
168,ФО,Центральный,обл,Тверская,г,Кувшиново,10008
169,ФО,Центральный,обл,Тверская,г,Зубцов,6937
170,ФО,Центральный,обл,Тверская,г,Ржев,62026
171,ФО,Центральный,обл,Тверская,г,Нелидово,22886
172,ФО,Центральный,обл,Тверская,г,Белый,3771
173,ФО,Центральный,обл,Тверская,г,Западная Двина,9376
174,ФО,Центральный,обл,Тверская,г,Осташков,18073
175,ФО,Центральный,обл,Тверская,г,Андреаполь,8265
176,ФО,Центральный,обл,Тверская,г,Торопец,13018
177,ФО,Северо-Западный,обл,Новгородская,г,Великий Новгород,218724
178,ФО,Северо-Западный,обл,Новгородская,г,Чудово,16148
179,ФО,Северо-Западный,обл,Новгородская,г,Малая Вишера,12461
180,ФО,Северо-Западный,обл,Новгородская,г,Окуловка,12464
181,ФО,Северо-Западный,обл,Новгородская,г,Боровичи,54731
182,ФО,Северо-Западный,обл,Новгородская,г,Пестово,15911
183,ФО,Северо-Западный,обл,Новгородская,г,Сольцы,10317
184,ФО,Северо-Западный,обл,Новгородская,г,Старая Русса,32235
185,ФО,Северо-Западный,обл,Новгородская,г,Холм,3829
186,ФО,Северо-Западный,обл,Новгородская,г,Валдай,16099
187,ФО,Северо-Западный,обл,Псковская,г,Псков,203974
188,ФО,Северо-Западный,обл,Псковская,г,Остров,21670
189,ФО,Северо-Западный,обл,Псковская,г,Пыталово,5826
190,ФО,Северо-Западный,обл,Псковская,г,Печоры,12308
191,ФО,Северо-Западный,обл,Псковская,г,Гдов,4379
192,ФО,Северо-Западный,обл,Псковская,г,Великие Луки,98778
193,ФО,Северо-Западный,обл,Псковская,г,Новосокольники,8119
194,ФО,Северо-Западный,обл,Псковская,г,Себеж,6375
195,ФО,Северо-Западный,обл,Псковская,г,Пустошка,4619
196,ФО,Северо-Западный,обл,Псковская,г,Опочка,11601
197,ФО,Северо-Западный,обл,Псковская,г,Новоржев,3695
198,ФО,Северо-Западный,обл,Псковская,г,Невель,16324
199,ФО,Северо-Западный,обл,Псковская,г,Порхов,10608
200,ФО,Северо-Западный,обл,Псковская,г,Дно,9061
201,ФО,Северо-Западный,обл,Мурманская,г,Мурманск,307664
202,ФО,Северо-Западный,обл,Мурманская,г,Кандалакша,35659
203,ФО,Северо-Западный,обл,Мурманская,г,Ковдор,18836
204,ФО,Северо-Западный,обл,Мурманская,г,Апатиты,59690
205,ФО,Северо-Западный,обл,Мурманская,г,Полярные Зори,15106
206,ФО,Северо-Западный,обл,Мурманская,г,Кировск,28659
207,ФО,Северо-Западный,обл,Мурманская,г,Заозерск,11206
208,ФО,Северо-Западный,обл,Мурманская,г,Кола,10447
209,ФО,Северо-Западный,обл,Мурманская,г,Заполярный,15835
210,ФО,Северо-Западный,обл,Мурманская,г,Мончегорск,45381
211,ФО,Северо-Западный,обл,Мурманская,г,Оленегорск,23079
212,ФО,Северо-Западный,обл,Мурманская,г,Североморск,50076
213,ФО,Северо-Западный,обл,Мурманская,г,Островной,2177
214,ФО,Северо-Западный,обл,Мурманская,г,Полярный,17304
215,ФО,Северо-Западный,обл,Мурманская,г,Гаджиево,11089
216,ФО,Северо-Западный,обл,Мурманская,г,Снежногорск,12698
217,ФО,Северо-Западный,Респ,Карелия,г,Петрозаводск,263540
218,ФО,Северо-Западный,Респ,Карелия,г,Олонец,9060
219,ФО,Северо-Западный,Респ,Карелия,г,Пудож,9698
220,ФО,Северо-Западный,Респ,Карелия,г,Кондопога,32978
221,ФО,Северо-Западный,Респ,Карелия,г,Медвежьегорск,15536
222,ФО,Северо-Западный,Респ,Карелия,г,Сегежа,29660
223,ФО,Северо-Западный,Респ,Карелия,г,Беломорск,11217
224,ФО,Северо-Западный,Респ,Карелия,г,Кемь,13061
225,ФО,Северо-Западный,Респ,Карелия,г,Лахденпохья,7818
226,ФО,Северо-Западный,Респ,Карелия,г,Сортавала,19215
227,ФО,Северо-Западный,Респ,Карелия,г,Питкяранта,11484
228,ФО,Северо-Западный,Респ,Карелия,г,Суоярви,9763
229,ФО,Северо-Западный,Респ,Карелия,г,Костомукша,28433
230,ФО,Северо-Западный,обл,Ленинградская,г,Тосно,39127
231,ФО,Северо-Западный,обл,Ленинградская,г,Никольское,19345
232,ФО,Северо-Западный,обл,Ленинградская,г,Любань,4188
233,ФО,Северо-Западный,обл,Ленинградская,г,Кириши,52826
234,ФО,Северо-Западный,обл,Ленинградская,г,Шлиссельбург,13305
235,ФО,Северо-Западный,обл,Ленинградская,г,Отрадное,23874
236,ФО,Северо-Западный,обл,Ленинградская,г,Кировск,25633
237,ФО,Северо-Западный,обл,Ленинградская,г,Волхов,47344
238,ФО,Северо-Западный,обл,Ленинградская,г,Сясьстрой,13747
239,ФО,Северо-Западный,обл,Ленинградская,г,Новая Ладога,8890
240,ФО,Северо-Западный,обл,Ленинградская,г,Тихвин,58843
241,ФО,Северо-Западный,обл,Ленинградская,г,Пикалево,21567
242,ФО,Северо-Западный,обл,Ленинградская,г,Бокситогорск,16593
243,ФО,Северо-Западный,обл,Ленинградская,г,Лодейное Поле,21053
244,ФО,Северо-Западный,обл,Ленинградская,г,Подпорожье,18729
245,ФО,Северо-Западный,обл,Ленинградская,г,Луга,36409
246,ФО,Северо-Западный,обл,Ленинградская,г,Гатчина,92566
247,ФО,Северо-Западный,обл,Ленинградская,г,Коммунар,20265
248,ФО,Северо-Западный,обл,Ленинградская,г,Волосово,12162
249,ФО,Северо-Западный,обл,Ленинградская,г,Кингисепп,48667
250,ФО,Северо-Западный,обл,Ленинградская,г,Ивангород,9797
251,ФО,Северо-Западный,обл,Ленинградская,г,Сосновый Бор,65901
252,ФО,Северо-Западный,обл,Ленинградская,г,Сланцы,33587
253,ФО,Северо-Западный,обл,Ленинградская,г,Всеволожск,59689
254,ФО,Северо-Западный,обл,Ленинградская,г,Сертолово,47854
255,ФО,Северо-Западный,обл,Ленинградская,г,Мурино,19775
256,ФО,Северо-Западный,обл,Ленинградская,г,Кудрово,13501
257,ФО,Северо-Западный,обл,Ленинградская,г,Приозерск,18929
258,ФО,Северо-Западный,обл,Ленинградская,г,Выборг,80013
259,ФО,Северо-Западный,обл,Ленинградская,г,Высоцк,1244
260,ФО,Северо-Западный,обл,Ленинградская,г,Приморск,6122
261,ФО,Северо-Западный,обл,Ленинградская,г,Каменногорск,6761
262,ФО,Северо-Западный,обл,Ленинградская,г,Светогорск,15973
263,ФО,Северо-Западный,,,г,Санкт-Петербург,4848742
264,ФО,Центральный,обл,Смоленская,г,Смоленск,326863
265,ФО,Центральный,обл,Смоленская,г,Гагарин,31721
266,ФО,Центральный,обл,Смоленская,г,Вязьма,57103
267,ФО,Центральный,обл,Смоленская,г,Сычевка,8111
268,ФО,Центральный,обл,Смоленская,г,Сафоново,46116
269,ФО,Центральный,обл,Смоленская,г,Дорогобуж,10720
270,ФО,Центральный,обл,Смоленская,г,Ярцево,47853
271,ФО,Центральный,обл,Смоленская,г,Духовщина,4370
272,ФО,Центральный,обл,Смоленская,г,Демидов,7333
273,ФО,Центральный,обл,Смоленская,г,Велиж,7620
274,ФО,Центральный,обл,Смоленская,г,Ельня,10095
275,ФО,Центральный,обл,Смоленская,г,Десногорск,29677
276,ФО,Центральный,обл,Смоленская,г,Починок,8776
277,ФО,Центральный,обл,Смоленская,г,Рославль,54898
278,ФО,Центральный,обл,Смоленская,г,Рудня,10029
279,ФО,Северо-Западный,обл,Калининградская,г,Калининград,431491
280,ФО,Северо-Западный,обл,Калининградская,г,Нестеров,4584
281,ФО,Северо-Западный,обл,Калининградская,г,Гусев,28260
282,ФО,Северо-Западный,обл,Калининградская,г,Озерск,4740
283,ФО,Северо-Западный,обл,Калининградская,г,Черняховск,40464
284,ФО,Северо-Западный,обл,Калининградская,г,Гвардейск,13888
285,ФО,Северо-Западный,обл,Калининградская,г,Гурьевск,12433
286,ФО,Северо-Западный,обл,Калининградская,г,Зеленоградск,13015
287,ФО,Северо-Западный,обл,Калининградская,г,Светлый,21380
288,ФО,Северо-Западный,обл,Калининградская,г,Правдинск,4323
289,ФО,Северо-Западный,обл,Калининградская,г,Багратионовск,6399
290,ФО,Северо-Западный,обл,Калининградская,г,Мамоново,7757
291,ФО,Северо-Западный,обл,Калининградская,г,Ладушкин,3788
292,ФО,Северо-Западный,обл,Калининградская,г,Приморск,1956
293,ФО,Северо-Западный,обл,Калининградская,г,Балтийск,32670
294,ФО,Северо-Западный,обл,Калининградская,г,Светлогорск,10775
295,ФО,Северо-Западный,обл,Калининградская,г,Пионерский,11017
296,ФО,Северо-Западный,обл,Калининградская,г,Славск,4614
297,ФО,Северо-Западный,обл,Калининградская,г,Полесск,7580
298,ФО,Северо-Западный,обл,Калининградская,г,Неман,11794
299,ФО,Северо-Западный,обл,Калининградская,г,Краснознаменск,3522
300,ФО,Северо-Западный,обл,Калининградская,г,Советск,41709
301,ФО,Центральный,обл,Брянская,г,Брянск,415640
302,ФО,Центральный,обл,Брянская,г,Сельцо,17933
303,ФО,Центральный,обл,Брянская,г,Трубчевск,15014
304,ФО,Центральный,обл,Брянская,г,Севск,7282
305,ФО,Центральный,обл,Брянская,г,Карачев,19715
306,ФО,Центральный,обл,Брянская,г,Дятьково,29438
307,ФО,Центральный,обл,Брянская,г,Фокино,13874
308,ФО,Центральный,обл,Брянская,г,Жуковка,18269
309,ФО,Центральный,обл,Брянская,г,Новозыбков,40552
310,ФО,Центральный,обл,Брянская,г,Клинцы,62510
311,ФО,Центральный,обл,Брянская,г,Мглин,7916
312,ФО,Центральный,обл,Брянская,г,Стародуб,19010
313,ФО,Центральный,обл,Брянская,г,Унеча,26196
314,ФО,Центральный,обл,Брянская,г,Почеп,17933
315,ФО,Центральный,обл,Брянская,г,Сураж,11640
316,ФО,Центральный,обл,Брянская,г,Злынка,5507
317,ФО,Центральный,обл,Калужская,г,Калуга,325185
318,ФО,Центральный,обл,Калужская,г,Балабаново,26337
319,ФО,Центральный,обл,Калужская,г,Боровск,12283
320,ФО,Центральный,обл,Калужская,г,Ермолино,10409
321,ФО,Центральный,обл,Калужская,г,Обнинск,104798
322,ФО,Центральный,обл,Калужская,г,Малоярославец,30401
323,ФО,Центральный,обл,Калужская,г,Таруса,9656
324,ФО,Центральный,обл,Калужская,г,Белоусово,8432
325,ФО,Центральный,обл,Калужская,г,Кременки,11617
326,ФО,Центральный,обл,Калужская,г,Жуков,12150
327,ФО,Центральный,обл,Калужская,г,Мещовск,4101
328,ФО,Центральный,обл,Калужская,г,Сухиничи,16295
329,ФО,Центральный,обл,Калужская,г,Жиздра,5585
330,ФО,Центральный,обл,Калужская,г,Людиново,40550
331,ФО,Центральный,обл,Калужская,г,Киров,31888
332,ФО,Центральный,обл,Калужская,г,Спас-Деменск,4904
333,ФО,Центральный,обл,Калужская,г,Сосенский,12394
334,ФО,Центральный,обл,Калужская,г,Козельск,18203
335,ФО,Центральный,обл,Калужская,г,Кондрово,16672
336,ФО,Центральный,обл,Калужская,г,Юхнов,7056
337,ФО,Центральный,обл,Калужская,г,Мосальск,4285
338,ФО,Центральный,обл,Калужская,г,Медынь,8298
339,ФО,Южный,Респ,Крым,г,Симферополь,332317
340,ФО,Южный,Респ,Крым,г,Красноперекопск,26268
341,ФО,Южный,Респ,Крым,г,Армянск,21987
342,ФО,Южный,Респ,Крым,г,Джанкой,38622
343,ФО,Южный,Респ,Крым,г,Саки,25146
344,ФО,Южный,Респ,Крым,г,Старый Крым,9277
345,ФО,Южный,Респ,Крым,г,Евпатория,105719
346,ФО,Южный,Респ,Крым,г,Белогорск,16354
347,ФО,Южный,Респ,Крым,г,Судак,16492
348,ФО,Южный,Респ,Крым,г,Феодосия,69038
349,ФО,Южный,Респ,Крым,г,Щелкино,10620
350,ФО,Южный,Респ,Крым,г,Керчь,147033
351,ФО,Южный,Респ,Крым,г,Бахчисарай,27448
352,ФО,Южный,Респ,Крым,г,Алушта,29078
353,ФО,Южный,Респ,Крым,г,Ялта,76746
354,ФО,Южный,Респ,Крым,г,Алупка,7771
355,ФО,Южный,,,г,Севастополь,393304
356,ФО,Центральный,обл,Тульская,г,Тула,501129
357,ФО,Центральный,обл,Тульская,г,Ясногорск,16804
358,ФО,Центральный,обл,Тульская,г,Советск,7537
359,ФО,Центральный,обл,Тульская,г,Щекино,58154
360,ФО,Центральный,обл,Тульская,г,Киреевск,25585
361,ФО,Центральный,обл,Тульская,г,Липки,8741
362,ФО,Центральный,обл,Тульская,г,Болохово,9619
363,ФО,Центральный,обл,Тульская,г,Венев,15220
364,ФО,Центральный,обл,Тульская,г,Алексин,61738
365,ФО,Центральный,обл,Тульская,г,Чекалин,994
366,ФО,Центральный,обл,Тульская,г,Суворов,18975
367,ФО,Центральный,обл,Тульская,г,Плавск,16248
368,ФО,Центральный,обл,Тульская,г,Белев,13918
369,ФО,Центральный,обл,Тульская,г,Узловая,55282
370,ФО,Центральный,обл,Тульская,г,Новомосковск,131227
371,ФО,Центральный,обл,Тульская,г,Кимовск,28493
372,ФО,Центральный,обл,Тульская,г,Донской,64561
373,ФО,Центральный,обл,Тульская,г,Богородицк,31897
374,ФО,Центральный,обл,Тульская,г,Ефремов,42350
375,ФО,Центральный,обл,Орловская,г,Орёл,317854
376,ФО,Центральный,обл,Орловская,г,Мценск,43216
377,ФО,Центральный,обл,Орловская,г,Болхов,11421
378,ФО,Центральный,обл,Орловская,г,Дмитровск,5956
379,ФО,Центральный,обл,Орловская,г,Малоархангельск,3872
