,federal_district_type,federal_district,region_type,region,city_type,city,population
755,ФО,Центральный,обл,Владимирская,г,Курлово,6791
756,ФО,Центральный,обл,Владимирская,г,Карабаново,14868
757,ФО,Центральный,обл,Владимирская,г,Александров,61544
758,ФО,Центральный,обл,Владимирская,г,Струнино,14372
759,ФО,Центральный,обл,Владимирская,г,Кольчугино,45804
760,ФО,Центральный,обл,Владимирская,г,Юрьев-Польский,19588
761,ФО,Центральный,обл,Владимирская,г,Ковров,145492
762,ФО,Центральный,обл,Владимирская,г,Меленки,15208
763,ФО,Центральный,обл,Владимирская,г,Муром,116078
764,ФО,Приволжский,обл,Нижегородская,г,Нижний Новгород,1250615
765,ФО,Приволжский,обл,Нижегородская,г,Дзержинск,240762
766,ФО,Приволжский,обл,Нижегородская,г,Володарск,9924
767,ФО,Приволжский,обл,Нижегородская,г,Павлово,60699
768,ФО,Приволжский,обл,Нижегородская,г,Ворсма,11622
769,ФО,Приволжский,обл,Нижегородская,г,Горбатов,2278
770,ФО,Приволжский,обл,Нижегородская,г,Лысково,21882
771,ФО,Приволжский,обл,Нижегородская,г,Княгинино,6708
772,ФО,Приволжский,обл,Нижегородская,г,Балахна,51526
773,ФО,Приволжский,обл,Нижегородская,г,Бор,78079
774,ФО,Приволжский,обл,Нижегородская,г,Городец,30699
775,ФО,Приволжский,обл,Нижегородская,г,Заволжье,40265
776,ФО,Приволжский,обл,Нижегородская,г,Чкаловск,12371
777,ФО,Приволжский,обл,Нижегородская,г,Семенов,24472
778,ФО,Приволжский,обл,Нижегородская,г,Урень,12311
779,ФО,Приволжский,обл,Нижегородская,г,Ветлуга,8956
780,ФО,Приволжский,обл,Нижегородская,г,Шахунья,21337
781,ФО,Приволжский,обл,Нижегородская,г,Кулебаки,35762
782,ФО,Приволжский,обл,Нижегородская,г,Выкса,56196
783,ФО,Приволжский,обл,Нижегородская,г,Навашино,16413
784,ФО,Приволжский,обл,Нижегородская,г,Саров,92073
785,ФО,Приволжский,обл,Нижегородская,г,Арзамас,106367
786,ФО,Приволжский,обл,Нижегородская,г,Перевоз,9201
787,ФО,Приволжский,обл,Нижегородская,г,Сергач,21387
788,ФО,Приволжский,обл,Нижегородская,г,Богородск,25497
789,ФО,Приволжский,обл,Нижегородская,г,Кстово,66641
790,ФО,Приволжский,обл,Нижегородская,г,Первомайск,14567
791,ФО,Приволжский,обл,Нижегородская,г,Лукоянов,14949
792,ФО,Приволжский,обл,Кировская,г,Киров,473668
793,ФО,Приволжский,обл,Кировская,г,Яранск,17252
794,ФО,Приволжский,обл,Кировская,г,Орлов,6959
795,ФО,Приволжский,обл,Кировская,г,Зуевка,11198
796,ФО,Приволжский,обл,Кировская,г,Котельнич,24979
797,ФО,Приволжский,обл,Кировская,г,Омутнинск,23618
798,ФО,Приволжский,обл,Кировская,г,Кирс,10420
799,ФО,Приволжский,обл,Кировская,г,Малмыж,8265
800,ФО,Приволжский,обл,Кировская,г,Вятские Поляны,35159
801,ФО,Приволжский,обл,Кировская,г,Сосновка,11960
802,ФО,Приволжский,обл,Кировская,г,Кирово-Чепецк,80920
803,ФО,Приволжский,обл,Кировская,г,Слободской,33983
804,ФО,Приволжский,обл,Кировская,г,Белая Холуница,11232
805,ФО,Приволжский,обл,Кировская,г,Советск,16592
806,ФО,Приволжский,обл,Кировская,г,Нолинск,9556
807,ФО,Приволжский,обл,Кировская,г,Уржум,10213
808,ФО,Приволжский,обл,Кировская,г,Мураши,6752
809,ФО,Приволжский,обл,Кировская,г,Луза,11262
810,ФО,Приволжский,край,Пермский,г,Пермь,1000679
811,ФО,Приволжский,край,Пермский,г,Нытва,19041
812,ФО,Приволжский,край,Пермский,г,Чермоз,4017
813,ФО,Приволжский,край,Пермский,г,Краснокамск,52632
814,ФО,Приволжский,край,Пермский,г,Верещагино,22760
815,ФО,Приволжский,край,Пермский,г,Очер,15003
816,ФО,Приволжский,край,Пермский,г,Кунгур,67857
817,ФО,Приволжский,край,Пермский,г,Чайковский,82933
818,ФО,Приволжский,край,Пермский,г,Чернушка,33275
819,ФО,Приволжский,край,Пермский,г,Оханск,7597
820,ФО,Приволжский,край,Пермский,г,Оса,22420
821,ФО,Приволжский,край,Пермский,г,Чусовой,46740
822,ФО,Приволжский,край,Пермский,г,Губаха,27544
823,ФО,Приволжский,край,Пермский,г,Гремячинск,11005
824,ФО,Приволжский,край,Пермский,г,Александровск,15022
825,ФО,Приволжский,край,Пермский,г,Кизел,20277
826,ФО,Приволжский,край,Пермский,г,Березники,156350
827,ФО,Приволжский,край,Пермский,г,Усолье,5694
828,ФО,Приволжский,край,Пермский,г,Соликамск,97239
829,ФО,Приволжский,край,Пермский,г,Красновишерск,17129
830,ФО,Приволжский,край,Пермский,г,Чердынь,4920
831,ФО,Приволжский,край,Пермский,г,Добрянка,35720
832,ФО,Приволжский,край,Пермский,г,Горнозаводск,12334
833,ФО,Приволжский,край,Пермский,г,Лысьва,67712
834,ФО,Приволжский,край,Пермский,г,Кудымкар,30711
835,ФО,Уральский,обл,Свердловская,г,Екатеринбург,1377738
836,ФО,Уральский,обл,Свердловская,г,Нижний Тагил,361883
837,ФО,Уральский,обл,Свердловская,г,Михайловск,9215
838,ФО,Уральский,обл,Свердловская,г,Нижние Серги,11217
839,ФО,Уральский,обл,Свердловская,г,Первоуральск,149800
840,ФО,Уральский,обл,Свердловская,г,Дегтярск,15521
841,ФО,Уральский,обл,Свердловская,г,Ревда,61713
842,ФО,Уральский,обл,Свердловская,г,Красноуфимск,39765
843,ФО,Уральский,обл,Свердловская,г,Полевской,64316
844,ФО,Уральский,обл,Свердловская,г,Каменск-Уральский,174710
845,ФО,Уральский,обл,Свердловская,г,Богданович,31752
846,ФО,Уральский,обл,Свердловская,г,Талица,18339
847,ФО,Уральский,обл,Свердловская,г,Березовский,51583
848,ФО,Уральский,обл,Свердловская,г,Реж,38709
849,ФО,Уральский,обл,Свердловская,г,Артемовский,32878
850,ФО,Уральский,обл,Свердловская,г,Ирбит,38352
851,ФО,Уральский,обл,Свердловская,г,Туринск,17990
852,ФО,Уральский,обл,Свердловская,г,Тавда,35421
853,ФО,Уральский,обл,Свердловская,г,Арамиль,14227
854,ФО,Уральский,обл,Свердловская,г,Сысерть,20594
855,ФО,Уральский,обл,Свердловская,г,Среднеуральск,20357
856,ФО,Уральский,обл,Свердловская,г,Верхняя Пышма,58707
857,ФО,Уральский,обл,Свердловская,г,Новоуральск,91813
858,ФО,Уральский,обл,Свердловская,г,Кировград,21959
859,ФО,Уральский,обл,Свердловская,г,Верхний Тагил,11843
860,ФО,Уральский,обл,Свердловская,г,Невьянск,25147
861,ФО,Уральский,обл,Свердловская,г,Лесной,52464
862,ФО,Уральский,обл,Свердловская,г,Нижняя Тура,21596
863,ФО,Уральский,обл,Свердловская,г,Заречный,26803
864,ФО,Уральский,обл,Свердловская,г,Асбест,70067
865,ФО,Уральский,обл,Свердловская,г,Кушва,33027
866,ФО,Уральский,обл,Свердловская,г,Верхняя Тура,9468
867,ФО,Уральский,обл,Свердловская,г,Красноуральск,24973
868,ФО,Уральский,обл,Свердловская,г,Качканар,42563
869,ФО,Уральский,обл,Свердловская,г,Верхотурье,8815
870,ФО,Уральский,обл,Свердловская,г,Новая Ляля,12400
871,ФО,Уральский,обл,Свердловская,г,Краснотурьинск,59701
872,ФО,Уральский,обл,Свердловская,г,Североуральск,29279
873,ФО,Уральский,обл,Свердловская,г,Ивдель,17764
874,ФО,Уральский,обл,Свердловская,г,Алапаевск,38198
875,ФО,Уральский,обл,Свердловская,г,Нижняя Салда,17969
876,ФО,Уральский,обл,Свердловская,г,Верхняя Салда,46240
877,ФО,Уральский,обл,Свердловская,г,Сухой Лог,34836
878,ФО,Уральский,обл,Свердловская,г,Камышлов,26875
879,ФО,Уральский,обл,Свердловская,г,Карпинск,29118
880,ФО,Уральский,обл,Свердловская,г,Волчанск,10008
881,ФО,Уральский,обл,Свердловская,г,Серов,99381
882,ФО,Уральский,обл,Тюменская,г,Тюмень,581758
883,ФО,Уральский,обл,Тюменская,г,Тобольск,99698
884,ФО,Уральский,обл,Тюменская,г,Ялуторовск,36494
885,ФО,Уральский,обл,Тюменская,г,Заводоуковск,25657
886,ФО,Уральский,обл,Тюменская,г,Ишим,69567
887,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Ханты-Мансийск,79410
888,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Белоярский,20283
889,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Нягань,54903
890,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Советский,26434
891,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Югорск,34066
892,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Урай,39435
893,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Нефтеюганск,123276
894,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Пыть-Ях,41453
895,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Сургут,306703
896,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Лянтор,38922
897,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Радужный,43394
898,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Когалым,58192
899,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Нижневартовск,251860
900,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Покачи,17053
901,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Лангепас,41675
902,ФО,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,г,Мегион,49471
903,ФО,Уральский,АО,Ямало-Ненецкий,г,Салехард,42494
904,ФО,Уральский,АО,Ямало-Ненецкий,г,Новый Уренгой,104144
905,ФО,Уральский,АО,Ямало-Ненецкий,г,Лабытнанги,26948
906,ФО,Уральский,АО,Ямало-Ненецкий,г,Муравленко,33401
907,ФО,Уральский,АО,Ямало-Ненецкий,г,Надым,46550
908,ФО,Уральский,АО,Ямало-Ненецкий,г,Ноябрьск,110572
909,ФО,Уральский,АО,Ямало-Ненецкий,г,Губкинский,23340
910,ФО,Уральский,АО,Ямало-Ненецкий,г,Тарко-Сале,20372
911,ФО,Сибирский,обл,Новосибирская,г,Новосибирск,1498921
912,ФО,Сибирский,обл,Новосибирская,г,Татарск,26114
913,ФО,Сибирский,обл,Новосибирская,г,Барабинск,30250
914,ФО,Сибирский,обл,Новосибирская,г,Куйбышев,47278
915,ФО,Сибирский,обл,Новосибирская,г,Каргат,10620
916,ФО,Сибирский,обл,Новосибирская,г,Чулым,11964
917,ФО,Сибирский,обл,Новосибирская,г,Купино,15448
918,ФО,Сибирский,обл,Новосибирская,г,Карасук,28929
919,ФО,Сибирский,обл,Новосибирская,г,Бердск,98809
920,ФО,Сибирский,обл,Новосибирская,г,Обь,26137
921,ФО,Сибирский,обл,Новосибирская,г,Искитим,60072
922,ФО,Сибирский,обл,Новосибирская,г,Болотное,16969
923,ФО,Сибирский,обл,Новосибирская,г,Тогучин,21531
924,ФО,Сибирский,обл,Новосибирская,г,Черепаново,19346
925,ФО,Сибирский,обл,Томская,г,Томск,522940
926,ФО,Сибирский,обл,Томская,г,Северск,108466
927,ФО,Сибирский,обл,Томская,г,Колпашево,24126
928,ФО,Сибирский,обл,Томская,г,Кедровый,2451
929,ФО,Сибирский,обл,Томская,г,Стрежевой,42216
930,ФО,Сибирский,обл,Томская,г,Асино,25614
931,ФО,Уральский,обл,Курганская,г,Курган,333640
932,ФО,Уральский,обл,Курганская,г,Щучье,10971
933,ФО,Уральский,обл,Курганская,г,Шумиха,17821
934,ФО,Уральский,обл,Курганская,г,Куртамыш,17098
935,ФО,Уральский,обл,Курганская,г,Макушино,8337
936,ФО,Уральский,обл,Курганская,г,Петухово,11291
937,ФО,Уральский,обл,Курганская,г,Катайск,14017
938,ФО,Уральский,обл,Курганская,г,Далматово,13913
939,ФО,Уральский,обл,Курганская,г,Шадринск,77744
940,ФО,Сибирский,обл,Омская,г,Омск,1154000
941,ФО,Сибирский,обл,Омская,г,Исилькуль,25905
942,ФО,Сибирский,обл,Омская,г,Называевск,12119
943,ФО,Сибирский,обл,Омская,г,Тюкалинск,12050
944,ФО,Сибирский,обл,Омская,г,Тара,26664
945,ФО,Сибирский,обл,Омская,г,Калачинск,24000
946,ФО,Сибирский,край,Красноярский,г,Дудинка,22207
947,ФО,Сибирский,Респ,Алтай,г,Горно-Алтайск,62861
948,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Кемерово,532884
949,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Юрга,81536
950,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Мариинск,40522
951,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Топки,28642
952,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Тайга,25330
953,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Березовский,47292
954,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Анжеро-Судженск,76669
955,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Ленинск-Кузнецкий,101666
956,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Полысаево,27624
957,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Белово,76752
958,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Киселевск,98382
959,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Прокопьевск,210150
960,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Калтан,21893
961,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Салаир,8263
962,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Гурьевск,24816
963,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Осинники,45997
964,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Мыски,43029
965,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Междуреченск,101995
966,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Таштагол,23114
967,ФО,Сибирский,обл,Кемеровская область - Кузбасс,г,Новокузнецк,547885
968,ФО,Сибирский,Респ,Хакасия,г,Абакан,165183
969,ФО,Сибирский,Респ,Хакасия,г,Сорск,12140
970,ФО,Сибирский,Респ,Хакасия,г,Черногорск,72117
971,ФО,Сибирский,Респ,Хакасия,г,Саяногорск,49889
972,ФО,Сибирский,Респ,Хакасия,г,Абаза,17111
973,ФО,Сибирский,край,Алтайский,г,Барнаул,635585
974,ФО,Сибирский,край,Алтайский,г,Новоалтайск,73134
975,ФО,Сибирский,край,Алтайский,г,Алейск,28528
976,ФО,Сибирский,край,Алтайский,г,Рубцовск,146386
977,ФО,Сибирский,край,Алтайский,г,Горняк,13040
978,ФО,Сибирский,край,Алтайский,г,Змеиногорск,10569
979,ФО,Сибирский,край,Алтайский,г,Камень-на-Оби,41787
980,ФО,Сибирский,край,Алтайский,г,Славгород,30370
981,ФО,Сибирский,край,Алтайский,г,Яровое,18085
982,ФО,Сибирский,край,Алтайский,г,Заринск,47035
983,ФО,Сибирский,край,Алтайский,г,Бийск,203826
984,ФО,Сибирский,край,Алтайский,г,Белокуриха,15072
985,ФО,Сибирский,край,Красноярский,г,Красноярск,973826
986,ФО,Сибирский,край,Красноярский,г,Боготол,21029
987,ФО,Сибирский,край,Красноярский,г,Ачинск,109156
988,ФО,Сибирский,край,Красноярский,г,Назарово,52829
989,ФО,Сибирский,край,Красноярский,г,Ужур,16079
990,ФО,Сибирский,край,Красноярский,г,Шарыпово,38570
991,ФО,Сибирский,край,Красноярский,г,Сосновоборск,33090
992,ФО,Сибирский,край,Красноярский,г,Лесосибирск,61146
993,ФО,Сибирский,край,Красноярский,г,Минусинск,71171
994,ФО,Сибирский,край,Красноярский,г,Артемовск,2180
995,ФО,Сибирский,край,Красноярский,г,Железногорск,85559
996,ФО,Сибирский,край,Красноярский,г,Дивногорск,28271
997,ФО,Сибирский,край,Красноярский,г,Енисейск,18769
998,ФО,Сибирский,край,Красноярский,г,Игарка,6183
999,ФО,Сибирский,край,Красноярский,г,Норильск,175301
1000,ФО,Сибирский,край,Красноярский,г,Кодинск,14835
1001,ФО,Сибирский,край,Красноярский,г,Канск,94230
1002,ФО,Сибирский,край,Красноярский,г,Зеленогорск,66018
1003,ФО,Сибирский,край,Красноярский,г,Иланский,16108
1004,ФО,Сибирский,край,Красноярский,г,Уяр,12666
1005,ФО,Сибирский,край,Красноярский,г,Заозерный,10683
1006,ФО,Сибирский,край,Красноярский,г,Бородино,17423
1007,ФО,Сибирский,обл,Иркутская,г,Иркутск,587225
1008,ФО,Сибирский,обл,Иркутская,г,Тайшет,35481
1009,ФО,Сибирский,обл,Иркутская,г,Бирюсинск,8981
1010,ФО,Сибирский,обл,Иркутская,г,Нижнеудинск,37056
1011,ФО,Сибирский,обл,Иркутская,г,Алзамай,6751
1012,ФО,Сибирский,обл,Иркутская,г,Тулун,44603
1013,ФО,Сибирский,обл,Иркутская,г,Зима,32522
1014,ФО,Сибирский,обл,Иркутская,г,Черемхово,52650
1015,ФО,Сибирский,обл,Иркутская,г,Свирск,13649
1016,ФО,Сибирский,обл,Иркутская,г,Усолье-Сибирское,83364
1017,ФО,Сибирский,обл,Иркутская,г,Железногорск-Илимский,26134
1018,ФО,Сибирский,обл,Иркутская,г,Братск,246348
1019,ФО,Сибирский,обл,Иркутская,г,Вихоревка,22528
1020,ФО,Сибирский,обл,Иркутская,г,Ангарск,233765
1021,ФО,Сибирский,обл,Иркутская,г,Слюдянка,18542
1022,ФО,Сибирский,обл,Иркутская,г,Байкальск,13589
1023,ФО,Сибирский,обл,Иркутская,г,Шелехов,47960
1024,ФО,Сибирский,обл,Иркутская,г,Саянск,40786
1025,ФО,Сибирский,обл,Иркутская,г,Усть-Илимск,86591
1026,ФО,Сибирский,обл,Иркутская,г,Киренск,12652
1027,ФО,Сибирский,обл,Иркутская,г,Усть-Кут,45061
1028,ФО,Сибирский,обл,Иркутская,г,Бодайбо,15331
1029,ФО,Сибирский,Респ,Тыва,г,Кызыл,109906
1030,ФО,Сибирский,Респ,Тыва,г,Ак-Довурак,13469
1031,ФО,Сибирский,Респ,Тыва,г,Чадан,9037
1032,ФО,Сибирский,Респ,Тыва,г,Шагонар,10958
1033,ФО,Сибирский,Респ,Тыва,г,Туран,4988
1034,ФО,Дальневосточный,Респ,Бурятия,г,Улан-Удэ,431922
1035,ФО,Дальневосточный,Респ,Бурятия,г,Гусиноозерск,23280
1036,ФО,Дальневосточный,Респ,Бурятия,г,Бабушкин,4542
1037,ФО,Дальневосточный,Респ,Бурятия,г,Северобайкальск,23673
1038,ФО,Дальневосточный,Респ,Бурятия,г,Кяхта,20013
1039,ФО,Дальневосточный,Респ,Бурятия,г,Закаменск,11249
1040,ФО,Дальневосточный,край,Забайкальский,г,Чита,323964
1041,ФО,Дальневосточный,край,Забайкальский,г,Петровск-Забайкальский,18555
1042,ФО,Дальневосточный,край,Забайкальский,г,Хилок,11530
1043,ФО,Дальневосточный,край,Забайкальский,г,Шилка,13947
1044,ФО,Дальневосточный,край,Забайкальский,г,Нерчинск,14976
1045,ФО,Дальневосточный,край,Забайкальский,г,Балей,12536
1046,ФО,Дальневосточный,край,Забайкальский,г,Сретенск,6850
1047,ФО,Дальневосточный,край,Забайкальский,г,Могоча,13228
1048,ФО,Дальневосточный,край,Забайкальский,г,Борзя,31376
1049,ФО,Дальневосточный,край,Забайкальский,г,Краснокаменск,55668
1050,ФО,Дальневосточный,обл,Амурская,г,Благовещенск,214397
1051,ФО,Дальневосточный,обл,Амурская,г,Сковородино,9561
1052,ФО,Дальневосточный,обл,Амурская,г,Зея,25042
1053,ФО,Дальневосточный,обл,Амурская,г,Тында,35574
1054,ФО,Дальневосточный,обл,Амурская,г,Шимановск,19815
1055,ФО,Дальневосточный,обл,Амурская,г,Свободный,58594
1056,ФО,Дальневосточный,обл,Амурская,г,Циолковский,6208
1057,ФО,Дальневосточный,обл,Амурская,г,Райчихинск,20499
1058,ФО,Дальневосточный,обл,Амурская,г,Белогорск,68220
1059,ФО,Дальневосточный,обл,Амурская,г,Завитинск,11481
1060,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Якутск,269486
1061,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Покровск,9495
1062,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Олекминск,9487
1063,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Ленск,24955
1064,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Мирный,37179
1065,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Удачный,12611
1066,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Вилюйск,10233
1067,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Нюрба,10156
1068,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Верхоянск,1311
1069,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Среднеколымск,3525
1070,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Алдан,21277
1071,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Томмот,8054
1072,ФО,Дальневосточный,Респ,Саха /Якутия/,г,Нерюнгри,61746
1073,ФО,Дальневосточный,Аобл,Еврейская,г,Биробиджан,75419
1074,ФО,Дальневосточный,Аобл,Еврейская,г,Облучье,9379
1075,ФО,Дальневосточный,край,Хабаровский,г,Хабаровск,577668
1076,ФО,Дальневосточный,край,Хабаровский,г,Комсомольск-на-Амуре,263906
1077,ФО,Дальневосточный,край,Хабаровский,г,Николаевск-на-Амуре,22773
1078,ФО,Дальневосточный,край,Хабаровский,г,Амурск,42977
1079,ФО,Дальневосточный,край,Хабаровский,г,Советская Гавань,27712
1080,ФО,Дальневосточный,край,Хабаровский,г,Вяземский,14556
1081,ФО,Дальневосточный,край,Хабаровский,г,Бикин,17156
1082,ФО,Дальневосточный,край,Камчатский,г,Петропавловск-Камчатский,179526
1083,ФО,Дальневосточный,край,Камчатский,г,Елизово,39548
1084,ФО,Дальневосточный,край,Камчатский,г,Вилючинск,22905
1085,ФО,Дальневосточный,обл,Магаданская,г,Магадан,95925
1086,ФО,Дальневосточный,обл,Магаданская,г,Сусуман,5865
1087,ФО,Дальневосточный,АО,Чукотский,г,Анадырь,13053
1088,ФО,Дальневосточный,АО,Чукотский,г,Певек,4161
1089,ФО,Дальневосточный,АО,Чукотский,г,Билибино,5504
1090,ФО,Дальневосточный,край,Приморский,г,Владивосток,592069
1091,ФО,Дальневосточный,край,Приморский,г,Лесозаводск,36975
1092,ФО,Дальневосточный,край,Приморский,г,Дальнереченск,27601
1093,ФО,Дальневосточный,край,Приморский,г,Спасск-Дальний,44166
1094,ФО,Дальневосточный,край,Приморский,г,Арсеньев,56742
1095,ФО,Дальневосточный,край,Приморский,г,Дальнегорск,37503
1096,ФО,Дальневосточный,край,Приморский,г,Артем,102636
1097,ФО,Дальневосточный,край,Приморский,г,Уссурийск,157946
1098,ФО,Дальневосточный,край,Приморский,г,Большой Камень,39257
1099,ФО,Дальневосточный,край,Приморский,г,Партизанск,38648
1100,ФО,Дальневосточный,край,Приморский,г,Фокино,23683
1101,ФО,Дальневосточный,край,Приморский,г,Находка,159695
1102,ФО,Дальневосточный,обл,Сахалинская,г,Южно-Сахалинск,181727
1103,ФО,Дальневосточный,обл,Сахалинская,г,Корсаков,33526
1104,ФО,Дальневосточный,обл,Сахалинская,г,Анива,8449
1105,ФО,Дальневосточный,обл,Сахалинская,г,Долинск,12200
1106,ФО,Дальневосточный,обл,Сахалинская,г,Макаров,6788
1107,ФО,Дальневосточный,обл,Сахалинская,г,Поронайск,16461
1108,ФО,Дальневосточный,обл,Сахалинская,г,Александровск-Сахалинский,10613
1109,ФО,Дальневосточный,обл,Сахалинская,г,Оха,23007
1110,ФО,Дальневосточный,обл,Сахалинская,г,Курильск,2070
1111,ФО,Дальневосточный,обл,Сахалинская,г,Северо-Курильск,2381
1112,ФО,Дальневосточный,обл,Сахалинская,г,Холмск,30936
1113,ФО,Дальневосточный,обл,Сахалинская,г,Невельск,11682
1114,ФО,Дальневосточный,обл,Сахалинская,г,Томари,4537
1115,ФО,Дальневосточный,обл,Сахалинская,г,Углегорск,11880
1117,ФО,Северо-Кавказский,Респ,Чеченская,г,Аргун,29528
